id,title,abstract,authors,year,venue,search_string,v1_decision,v1_reason
11,Navigating the Labyrinth: Path-Sensitive Unit Test Generation with Large Language Models,"Unit testing is essential for software quality assurance, yet writing and maintaining tests remains time-consuming and error-prone. To address this challenge, researchers have proposed various techniques for automating unit test generation, including traditional heuristic-based methods and more recent approaches that leverage large language models (LLMs). However, these existing approaches are inherently path-insensitive because they rely on fixed heuristics or limited contextual information and fail to reason about deep control-flow structures. As a result, they often struggle to achieve adequate coverage, particularly for deep or complex execution paths. In this work, we present a path-sensitive framework, JUnitGenie, to fill this gap by combining code knowledge with the semantic capabilities of LLMs in guiding context-aware unit test generation. After extracting code knowledge from Java projects, JUnitGenie distills this knowledge into structured prompts to guide the generation of high-coverage unit tests. We evaluate JUnitGenie on 2,258 complex focal methods from ten real-world Java projects. The results show that JUnitGenie generates valid tests and improves branch and line coverage by 29.60% and 31.00% on average over both heuristic and LLM-based baselines. We further demonstrate that the generated test cases can uncover real-world bugs, which were later confirmed and fixed by developers. Published in: 2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE) Date of Conference: 16-20 November 2025 Date Added to IEEE Xplore: 28 January 2026 ISBN Information: ISSN Information: DOI: 10.1109/ASE63991.2025.00063 Publisher: IEEE Conference Location: Seoul, Korea, Republic of",Dianshu Liao; Xin Yin; Shidong Pan; Chao Ni; Zhenchang Xing; Xiaoyu Sun,2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
12,A System for Automated Unit Test Generation using Large Language Models and Assessment of Generated Test Suites,"Unit tests are fundamental for ensuring software correctness but are costly and time-intensive to design and create. Recent advances in Large Language Models (LLMs) have shown potential for automating test generation, though existing evaluations often focus on simple scenarios and lack scalability for real-world applications. To address these limitations, we present AgoneTest, an automated system for generating and assessing complex, class-level test suites for Java projects. Leveraging the Methods2Test dataset, we developed Classes2Test, a new dataset enabling the evaluation of LLM-generated tests against human-written tests. Our key contributions include a scalable automated software system, a new dataset, and a detailed methodology for evaluating test quality. Published in: 2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW) Date of Conference: 31 March 2025 - 04 April 2025 Date Added to IEEE Xplore: 16 April 2025 ISBN Information: Print on Demand(PoD) ISSN: 2159-4848 DOI: 10.1109/ICSTW64639.2025.10962454 Publisher: IEEE Conference Location: Naples, Italy",Andrea Lops; Fedelucio Narducci; Azzurra Ragone; Michelantonio Trizio; Claudio Bartolini,2025,"2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
13,On the Evaluation of Large Language Models in Unit Test Generation,"Unit testing is an essential activity in software development for verifying the correctness of software components. However, manually writing unit tests is challenging and time-consuming. The emergence of Large Language Models (LLMs) offers a new direction for automating unit test generation. Existing research primarily focuses on closed-source LLMs (e.g., ChatGPT and CodeX) with fixed prompting strategies, leaving the capabilities of advanced open-source LLMs with various prompting settings unexplored. Particularly, open-source LLMs offer advantages in data privacy protection and have demonstrated superior performance in some tasks. Moreover, effective prompting is crucial for maximizing LLMs’ capabilities. In this paper, we conduct the first empirical study to fill this gap, based on 17 Java projects, five widely-used open-source LLMs with different structures and parameter sizes, and comprehensive evaluation metrics. Our findings highlight the significant influence of various prompt factors, show the performance of open-source LLMs compared to the commercial GPT-4 and the traditional Evosuite, and identify limitations in LLM-based unit test generation. We then derive a series of implications from our study to guide future research and practical use of LLM-based unit test generation.CCS CONCEPTS • Software and its engineering → Software testing and debugging. Published in: 2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE) Date of Conference: 27 October 2024 - 01 November 2024 Date Added to IEEE Xplore: 29 November 2024 ISBN Information: ISSN Information: Publisher: IEEE Conference Location: Sacramento, CA, USA Funding Agency:",Lin Yang; Chen Yang; Shutao Gao; Weijing Wang; Bo Wang; Qihao Zhu; Xiao Chu; Jianyi Zhou; Guangtai Liang; Qianxiang Wang; Junjie Chen,2024,2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
14,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,"Open-source third-party libraries are widely used in software development. These libraries offer substantial advantages in terms of time and resource savings. However, a significant concern arises due to the publicly disclosed vulnerabilities within these libraries. Existing automated vulnerability detection tools often suffer from false positives and fail to accurately assess the propagation of inputs capable of triggering vulnerabilities from client projects to vulnerable code in libraries. In this paper, we propose a novel approach called VulEUT (Vulnerability Exploit Unit Test Generation), which combines vulnerability exploitation reachability analysis and LLM-based unit test generation. VulEUT is designed to automatically verify the exploitability of vulnerabilities in third-party libraries commonly used in Java client software projects. VulEUT first analyzes the client projects to determine the reachability of vulnerability conditions. And then, it leverages the Large Language Model (LLM) to generate unit tests for vulnerability confirmation. To evaluate the effectiveness of VulEUT, we collect 32 vulnerabilities from various third-party libraries and conduct experiments on 70 real client projects. Besides, we also compare our approach with two representative tools, i.e., TRANSFER and VESTA. Our results demonstrate the effectiveness of VulEUT, with 229 out of 292 generated unit tests successfully confirming vulnerability exploitation across 70 client projects, which outperforms baselines by 24%. Published in: 2025 IEEE/ACM Second International Conference on AI Foundation Models and Software Engineering (Forge) Date of Conference: 27-28 April 2025 Date Added to IEEE Xplore: 02 July 2025 ISBN Information: DOI: 10.1109/Forge66646.2025.00021 Publisher: IEEE Conference Location: Ottawa, ON, Canada",Yi Gao; Xing Hu; Zirui Chen; Tongtong Xu; Xiaohu Yang,2025,2025 IEEE/ACM Second International Conference on AI Foundation Models and Software Engineering (Forge),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",EXCLUDE,"EC-O – sinh security test khai thác lỗ hổng (vulnerability-triggering), không phải unit test generation"
15,Reinforcement Learning from Automatic Feedback for High-Quality Unit Test Generation,"Software testing is a crucial but time-consuming aspect of software development, and recently, Large Language Models (LLMs) have gained popularity for automated test case generation. However, because LLMs are trained on vast amounts of open-source code, they often generate test cases that do not adhere to best practices and may even contain test smells (anti-patterns). To address this issue, we propose Reinforcement Learning from Static Quality Metrics (RLSQM), wherein we utilize Reinforcement Learning to generate high-quality unit tests based on static analysis-based quality metrics. First, we analyzed LLM-generated tests and show that LLMs frequently do generate undesirable test smells — up to 37% of the time. Then, we implemented lightweight static analysis-based reward model and trained LLMs using this reward model to optimize for five code quality metrics. Our experimental results demonstrate that the RL-optimized Codex model consistently generated higher-quality test cases than the base LLM, improving quality metrics by up to 23%, and generated nearly 100% syntactically-correct code. RLSQM also outperformed GPT-4 on all code quality metrics, in spite of training a substantially cheaper Codex model. We provide insights into how reliably utilize RL to improve test generation quality and show that RLSQM is a significant step towards enhancing the overall efficiency and reliability of automated software testing. Our data are available at this link: https://doi.org/10.6084/m9.figshare.25983166. Published in: 2025 IEEE/ACM International Workshop on Deep Learning for Testing and Testing for Deep Learning (DeepTest) Date of Conference: 03-03 May 2025 Date Added to IEEE Xplore: 11 June 2025 ISBN Information: DOI: 10.1109/DeepTest66595.2025.00011 Publisher: IEEE Conference Location: Ottawa, ON, Canada",Benjamin Steenhoek; Michele Tufano; Neel Sundaresan; Alexey Svyatkovskiy,2025,2025 IEEE/ACM International Workshop on Deep Learning for Testing and Testing for Deep Learning (DeepTest),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
16,Multi-Agent Assisted Automatic Test Generation for Java JSON Libraries,"JSON is a widely used data format for data exchange between application systems and programming frontends. In the Java ecosystem, Java JSON libraries serve as fundamental toolkits for processing JSON data, powering a wide range of real-world applications, such as web services, Android apps, or data management systems. However, without effective quality assurance methods, such as automatic test generation (ATG), developers risk introducing subtle data inconsistency bugs, compatibility issues, and even security vulnerabilities. These flaws can affect billions of end users and potentially cause severe financial losses. Recently, large language models (LLMs) have shown strong potential in enhancing ATG. However, existing LLM-based methods, such as TitanFuzz or YanHui, lack specialization in the JSON domain. For Java JSON libraries, effective bug-triggering test cases should capture the constraints between formatted data and application programs, posing challenges to existing methods, leaving critical aspects of quality assurance unaddressed. To fill this gap, we propose JsonATG, a multi-agent ATG system that generates diverse bug-triggering tests for Java JSON libraries. With historical bug-triggering unit tests as seeds, JSONATG introduces a code summarization agent and a test validation agent into the generation pipeline to produce new, valid test cases. It applies agent-generated program mutation rules tailored specifically for the structural and semantic characteristics of Java JSON libraries, such as data streaming operations, serialization formats, and data-binding patterns. The generated tests are further refined through post-processing to ensure both syntactic and semantic correctness. Our experiments show that JSONATG achieves higher coverage than two state-of-the-art LLM-based test generation methods on the widely used Java JSON library. Using JSONATG with a $\mathbf{\$} 2 5$ budget, we reported 59 bugs (including non-crashing functional bugs) in fastjson, of which 47 were confirmed and 28 have already been fixed. Show Less Published in: 2025 32nd Asia-Pacific Software Engineering Conference (APSEC) Date of Conference: 02-05 December 2025 Date Added to IEEE Xplore: 24 February 2026 ISBN Information: ISSN Information: DOI: 10.1109/APSEC66846.2025.00064 Publisher: IEEE Conference Location: Macau, China",Sinan Wang; Zhiyuan Zhong; Shaojin Wen; Yepang Liu,2025,2025 32nd Asia-Pacific Software Engineering Conference (APSEC),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
17,gptPromptFuzz: LLM Prompt Engineering Based Seed Generation for Effective Fuzzing,"Fuzz testing is one of the popular techniques for evaluating software reliability. Its effectiveness largely depends on the quality and diversity of the initial seed inputs. Traditionally, these seeds are generated randomly, which may limit the effectiveness of the fuzzing process. However, generating seeds based on an analysis of the target code can significantly improve the performance of these tools. To address this, we proposed a Large Language Model (LLM)-based seed generation approach for effective fuzzing and named it gptPromptFuzz. In our approach, initially, one meta-prompt is designed in accordance with the objective of diverse seed generation. To further enhance diversity, we construct ten additional prompts that are semantically equivalent to the meta-prompt. Each of these prompts is independently processed by LLM to produce unique seeds. The experimental results demonstrated that the proposed gptPromptFuzz outperformed random AFL in generating seeds effectively, with reduced execution time, in all 45 benchmark C programs. Further, a larger number of paths are obtained in 41 out of 45 programs. Published in: TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON) Date of Conference: 27-30 October 2025 Date Added to IEEE Xplore: 18 February 2026 ISBN Information: ISSN Information: DOI: 10.1109/TENCON66050.2025.11375417 Publisher: IEEE Conference Location: Kota Kinabalu, Malaysia",Darshan Lohiya; Vivek Yelleti; Sangharatna Godboley; P. Radha Krishna,2025,TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",EXCLUDE,"EC-O – sinh fuzzing seed bằng LLM (LLM-guided fuzz testing), không phải unit test generation"
18,AI-Based Unit Test Framework for C Code With Large Language Models,"With the rise of Artificial Intelligence (AI) and Large Language Models (LLMs), tasks that traditionally required substantial engineering time can now be significantly enhanced and made more efficient, reducing the time spent. One such task is the creation of unit tests, which often involves repetitive boilerplate code and enumerating common conditions. This paper presents an AI-based unit testing framework for C programs, implemented as a Visual Studio Code (VS Code) extension and designed for integration within Company X's Y Platform. The framework decomposes test generation into seven prompt-driven stages, including function discovery, condition elicitation, Unity test generation, parameterization, and pytest wrapping. An end-to-end demonstration shows that the system can transform raw C functions into compilable Unity tests, companion header files, and parameterized pytest suites with minimal developer effort. The generated test cases cover success, failure, and edge scenarios, confirming both the practicality of LLM-assisted test generation in industrial workflows and its novelty as a research contribution. Published in: 2025 12th International Conference on Dependable Systems and Their Applications (DSA) Date of Conference: 24-26 November 2025 Date Added to IEEE Xplore: 12 January 2026 ISBN Information: ISSN Information: DOI: 10.1109/DSA66321.2025.00019 Publisher: IEEE Conference Location: Sharjah, United Arab Emirates Funding Agency:",Chih-Wei Hsu; W. Eric Wong; Zizhao Chen; George Dai,2025,2025 12th International Conference on Dependable Systems and Their Applications (DSA),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",EXCLUDE,EC-O – sinh unit test cho ngôn ngữ C (không thuộc Java/Python theo IC-P)
19,A Multi-Stage Approach for LLM-Based Automated Repair of Test Cases,"Currently, large language models often produce low-quality project-level unit test cases, manifesting as syntax errors, missing dependencies, semantic defects, and inadequate test coverage. To address these issues, this paper proposes a multi-stage feedback-based test case self-repair method. The approach first constructs an error classifier to identify the types of faults, then employs a stage router to determine the repair sequence, followed by a progressive four-stage repair processsyntax repair, dependency repair, semantic repair, and optimization repair. A knowledge retrieval module is also integrated to retrieve historical repair solutions. Experiments are conducted on nine large language models across three programming languages: Python, Java, and JavaScript. The results demonstrate that, compared with the primitive self-repair method, the proposed approach improves test case correctness by 14.32%, compilation rate by 16.88%, line coverage by 12.90%, and branch coverage by 12.46%. The method effectively enhances the quality of LLM-generated test cases and provides technical support for the practical application of LLMs in software testing. Published in: 2026 8th International Conference on Natural Language Processing (ICNLP) Date of Conference: 20-22 March 2026 Date Added to IEEE Xplore: 26 May 2026 ISBN Information: DOI: 10.1109/ICNLP69856.2026.11527996 Publisher: IEEE Conference Location: Xi'an, China Funding Agency:",Xiaoyin Wang; Zhaorong Ji; Yao Wang; Mengfan Liu,2026,2026 8th International Conference on Natural Language Processing (ICNLP),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",EXCLUDE,"EC-O – sửa/bảo trì test tự động (automated test repair & co-evolution), không phải test generation"
20,What Inputs Drive Effective Large Language Model-Based Unit Test Generation?,"Large language models (LLMs) have revolutionized software engineering by automating critical tasks. We study five state-of-the-art LLMs, investigating their capabilities in generating unit test cases while focusing on how different inputs impact test correctness, bug detection capability, and code coverage. Published in: IEEE Software ( Volume: 43, Issue: 1, Jan.-Feb. 2026) Page(s): 48 - 56 Date of Publication: 16 October 2025 ISSN Information: DOI: 10.1109/MS.2025.3621625 Publisher: IEEE",Saarang Agarwal; Pengyu Nie; Meiyappan Nagappan,2026,IEEE Software,"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
21,"Test Wars: A Comparative Study of SBST, Symbolic Execution, and LLM-Based Approaches to Unit Test Generation","Generating tests automatically is a key and ongoing area of focus in software engineering research. The emergence of Large Language Models (LLMs) has opened up new op-portunities, given their ability to perform a wide spectrum of tasks. However, the effectiveness of LLM -based approaches compared to traditional techniques such as search-based software testing (SBST) and symbolic execution remains uncertain. In this paper, we perform an extensive study of automatic test generation approaches based on three tools: EvoSuite for SBST, Kex for symbolic execution, and TestSpark for LLM-based test generation. We evaluate tools' performance on the GitBug Java dataset and compare them using various execution-based and feature-based metrics. Our results show that while LLM-based test generation is promising, it falls behind traditional methods w.r.t. coverage. However, it significantly outperforms them in mutation scores, suggesting that LLMs provide a deeper semantic understanding of code. LLM-based approach performed worse than SBST and symbolic execution-based approaches w.r.t. fault detection capabilities. Additionally, our feature-based analysis shows that all tools are affected by the complexity and internal dependencies of the class under test (CUT), with LLM-based approaches being especially sensitive to the CUT size. Published in: 2025 IEEE Conference on Software Testing, Verification and Validation (ICST) Date of Conference: 31 March 2025 - 04 April 2025 Date Added to IEEE Xplore: 20 May 2025 ISBN Information: Print on Demand(PoD) ISSN: 2159-4848 DOI: 10.1109/ICST62969.2025.10989033 Publisher: IEEE Conference Location: Napoli, Italy",Azat Abdullin; Pouria Derakhshanfar; Annibale Panichella,2025,"2025 IEEE Conference on Software Testing, Verification and Validation (ICST)","(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
22,LLMFuzzTestGen: From Automation to Robustness via Multi-Agent LLM-Driven Fuzzing and Feedback Loops,"Automated software testing is vital for software quality, yet manual unit test creation is costly, error-prone, and often neglected. Existing automated techniques—static analysis, symbolic execution, and fuzzing—improve coverage but fail to capture semantic intent or generate adversarial inputs. While Large Language Models (LLMs) show promise for code understanding and test generation, current single-shot methods yield brittle, “happy-path” tests with low adaptability. To address these limitations, we present LLMFuzzTestGen, the first LLM-based test generator that systematically integrates semantic fuzzing with feedback refinement, implemented as a multi-agent, feedback-driven framework. Unlike single-agent tools, it distributes responsibilities across specialized agents for input generation, test construction, formatting, file management, execution, and feedback analysis. Central to the design is an adaptive loop: failing tests and runtime mismatches are reinjected to refine subsequent iterations. Our evaluation across three Python programs shows LLMFuzzTestGen achieves 63.0% correctness rate with 100% syntax-valid test generation and strong performance in negative test cases. The system uncovered logic errors, type mismatches, and robustness gaps overlooked by static test generation, demonstrating its potential as a practical alternative to manual test authoring in Continuous Integration/Continuous Deployment (CI/CD) workflows. Published in: 2025 7th International Conference on Interdisciplinary Computer Science and Engineering (ICICSE) Date of Conference: 05-05 November 2025 Date Added to IEEE Xplore: 18 February 2026 ISBN Information: DOI: 10.1109/ICICSE67247.2025.11390823 Publisher: IEEE Conference Location: Putrajaya, Malaysia",Jamal Abdullahi Nuh; Tieng Wei Koh; Mohd Hafeez Osman; Babangida Lawal; Mohamed Abdullahi Ali; Adam Amril Jaharadak,2025,2025 7th International Conference on Interdisciplinary Computer Science and Engineering (ICICSE),"(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",EXCLUDE,"EC-O – fuzz testing bằng LLM (LLMFuzzTestGen), không phải unit test generation"
23,PyLC+: A Scalable Python Framework for Automated Translation and Testing of Industrial PLC Programs,"As industrial PLC programs become more complex, automated testing and verification methods are needed to ensure their reliability and correctness. This paper presents PyLC+, a modular framework that translates PLC programs into Python, allowing for automated AI-driven test generation. PyLC+ builds upon our previous work, addressing limitations by adopting a class-based modular architecture that improves the tool’s scalability, maintainability, and extensibility. This structural refinement eliminates reliance on nested functions, facilitating the translation of large-scale, real-world PLC programs while maintaining precise use of cyclic execution. Furthermore, PyLC+ introduces automated handling of stateful FBs, ensuring compliance with IEC 61131-3 execution semantics.Additionally, the tool proposes integrating LLM-driven test generation with search-based test generation to improve the efficiency and effectiveness of testing PLC software. We tested PyLC+ in a large-scale company developing train control systems, demonstrating its efficiency and effectiveness in handling complex industrial PLC programs. Published in: 2025 IEEE 49th Annual Computers, Software, and Applications Conference (COMPSAC) Date of Conference: 08-11 July 2025 Date Added to IEEE Xplore: 26 August 2025 ISBN Information: ISSN Information: DOI: 10.1109/COMPSAC65507.2025.00085 Publisher: IEEE Conference Location: Toronto, ON, Canada Funding Agency:",Mikael Ebrahimi Salari; Eduard Paul Enoiu; Alessio Bucaioni; Wasif Afzal; Cristina Seceleanu,2025,"2025 IEEE 49th Annual Computers, Software, and Applications Conference (COMPSAC)","(""large language model"" OR LLM OR GPT-4 OR ChatGPT) AND (""unit test generation"" OR ""test case generation"" OR ""automated test generation"") AND (Java OR Python)",EXCLUDE,"EC-O – sinh test cho PLC/industrial control logic, không phải software unit test"
